"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
13410601,"Tumbo Island South Wall",0,0,0,0,0,2,1:18
134107,"Saltspring Island",0,0,36,1,0,2,31:31
13410701,"Trincomali Channel",0,0,0,1,0,0,0:29
13410703,"Beaver Point (Saltspring Island)",0,0,1,0,0,0,0:58
13410704,"Vesuvius Rocks",0,0,25,0,0,2,21:37
13410705,"Panther Wreck and Reef (Wallace Island)",0,0,1,0,0,0,0:51
13410706,"Channel Islands (east of Saltspring) ",0,0,1,0,0,0,0:50
13410707,"Vesuvius North",0,0,4,0,0,0,3:32
13410708,"Russell Island NE Pinnacle",0,0,1,0,0,0,0:52
13410709,"El-Bea Pinnacle (Saltspring Island)",0,0,1,0,0,0,0:44
13410710,"Erskine Point",0,0,1,0,0,0,0:54
13410711,"Parminter Point (Saltspring Island)",0,0,1,0,0,0,0:44
134108,"Pender Islands",0,0,5,2,0,0,5:33
13410801,"Tilly Point",0,0,3,2,0,0,3:51
13410802,"North Pender Island Cliffs",0,0,2,0,0,0,1:42
134109,"Prevost Island",0,0,1,3,0,0,3:03
13410901,"Selby Point",0,0,0,3,0,0,2:16
13410902,"Red Islet off Prevost Island",0,0,1,0,0,0,0:47
134110,Sidney,0,0,17,0,0,16,24:40
13411001,"Sidney Hotel",0,0,0,0,0,2,1:23
13411002,"Roberts Bay",0,0,0,0,0,1,0:40
13411003,"Sidney Reef Balls",0,0,2,0,0,6,6:24
13411004,"HMCS Mackenzie (Gooch Isl)",0,0,10,0,0,4,9:21
13411005,"Graham's Wall (Domville Island)",0,0,4,0,0,0,3:15
13411006,"Arachne Reef",0,0,1,0,0,2,2:55
13411007,"Mandarte Island",0,0,0,0,0,1,0:42
134111,Moresby,0,0,8,0,0,7,10:51
13411101,"MV G.B. Church (Portland Isl)",0,0,8,0,0,5,9:10
13411102,"Chad's Island (off Portland Island)",0,0,0,0,0,2,1:41
134112," Newcastle Island",0,0,8,8,0,19,28:35
13411201,"Clarke Rock",0,0,5,4,0,13,18:34
13411202,"Jesse Island",0,0,3,4,0,5,9:21
134113,"DeCourcy Group",0,0,0,0,0,1,0:40
13411301,"Ruxton Pass Wall",0,0,0,0,0,1,0:40
1342,"S. Nanaimo - Coffin Point",0,0,7,0,0,2,9:13
13420001,"Elephant Head",0,0,0,0,0,1,1:05
13420002,"Nare's Rock",0,0,1,0,0,0,1:03
13420003,"Sharpe Point",0,0,1,0,0,0,0:38
13420004,"Coffin Island",0,0,5,0,0,1,6:27
1343,"Ladysmith Harbor - Grave Point",1,0,119,1,0,13,141:52
13430001,"Evening Cove / Elliot Bay",1,0,5,1,0,4,13:37
13430002,"Bare Pinnacle (near Chemainus)",0,0,9,0,0,1,7:07
13430003,"Wolf Eel Reef (near 737)",0,0,12,0,0,1,9:48
13430004,"Bare Point Wall",0,0,25,0,0,0,18:59
13430005,"Willy Island Reef, Stuart Channel",0,0,4,0,0,0,3:16
13430006,"Kin Beach / Chemainus Barges",0,0,64,0,0,7,89:05
1344,"Sansum Narrows (incl Maple Bay)",1,0,272,2,2,57,303:17
13440001,"Maple Bay Gov. Dock & Reef",1,0,95,2,2,37,146:58
13440002,"Bold Bluff Point",0,0,4,0,0,4,6:43
13440003,"Burial Islet",0,0,4,0,0,1,3:55
13440004,"Separation Point East",0,0,2,0,0,0,1:40
13440006,"Fishfarm Wall",0,0,1,0,0,1,1:18
13440007,"Octopus Point",0,0,14,0,0,3,14:40
13440008,"North End Sansum Narrows",0,0,0,0,0,1,0:45
13440009,"Nudibranch Wall",0,0,48,0,0,4,38:36
13440011,"Grave Point",0,0,10,0,0,2,9:12
13440012,"Musgrave Point",0,0,10,0,0,1,9:07
13440013,"Arbutus Point",0,0,3,0,0,2,5:37
13440014,"Bold Bluff Wall",0,0,30,0,0,0,22:44
13440015,"Power Line (Sansum Narrows)",0,0,20,0,0,0,16:11
13440016,"Paddy Mile Stone (Maple Bay)",0,0,5,0,0,0,4:09
13440017,"Tamar's Reef",0,0,1,0,0,0,0:44
13440018,"Octopus Caverns",0,0,24,0,0,0,18:41
13440019,"Eleanor's Cove",0,0,1,0,0,1,2:17
1345,"Cowichan Bay - Cherry Point",0,0,0,1,0,0,0:53
134501,"Bay area",0,0,0,1,0,0,0:53
13450101,"Skinner Point",0,0,0,1,0,0,0:53
1346,"Saanich Inlet",0,0,508,17,0,135,537:53
13460001,"Henderson Point",0,0,152,4,0,34,162:28
13460002,"Repulse Rock",0,0,8,1,0,4,10:17
13460003,"Todd Inlet Entrance",0,0,0,1,0,0,0:30
13460004,"Sawluctus Island",0,0,0,1,0,0,0:45
13460005,"Elbow Point",0,0,5,1,0,0,5:30
13460006,"McKenzie Bight Site 2",0,0,19,3,0,5,21:25
13460007,"Willis Point (shore dive)",0,0,104,2,0,21,100:05
13460008,"McKenzie Bight Site 1",0,0,102,2,0,26,107:44
13460009,"McKenzie Bight Site 3",0,0,8,0,0,5,9:43
13460010,"McKenzie Bight Site 4",0,0,9,1,0,1,8:46
13460011,"Deep Cove Barge Wreck",0,0,4,1,0,1,5:25
13460012,"Braemar Road",0,0,2,0,0,4,5:15
13460013,"Senanus Sponge Reef",0,0,14,0,0,20,17:13
13460014,"Christmas Point",0,0,6,0,0,3,5:32
13460015,"Tanner Rock",0,0,1,0,0,0,1:00
13460016,"Verdier Point",0,0,1,0,0,0,0:35
13460017,"Bamberton Cement Works",0,0,1,0,0,0,0:51
13460018,"McCurdy Point",0,0,8,0,0,7,13:10
13460019,"Wain Rock",0,0,4,0,0,0,3:34
13460020,"Mckenzie Bight Site 5",0,0,1,0,0,1,1:33
13460021,"Tozier Rock",0,0,2,0,0,0,1:28
13460022,"Sluggett Point",0,0,18,0,0,0,15:26
13460023,"Sheppard Point",0,0,2,0,0,2,3:45
13460024,"Patey Rock",0,0,3,0,0,1,4:16
13460025,"Daphne Islet",0,0,1,0,0,0,0:50
13460026,"Deep Cove Reef / Setchell Point",0,0,9,0,0,0,8:28
13460027,"Deep Cove Deep Site",0,0,6,0,0,0,5:46
13460028,"Senanus Island SW Side",0,0,1,0,0,0,0:52
13460029,"Willis Point (Boat Dive)",0,0,1,0,0,0,0:57
13460030,"Yarrow Point",0,0,8,0,0,0,6:47
13460032,"Tsartlip Launch",0,0,4,0,0,0,3:58
13460033,"Mystery Pinnacle",0,0,1,0,0,0,0:46
13460034,"Lord Jim Wreck",0,0,2,0,0,0,2:26
13460035,"Anchor Cove",0,0,1,0,0,0,0:47
1347,"Moses Point - Cadboro Point",0,0,165,0,0,30,157:04
13470001,"Arbutus Island",0,0,4,0,0,2,5:24
13470002,"Ten Mile Point",0,0,122,0,0,15,108:22
13470003,"James Isl Wharf at Turgoose Pt.",0,0,1,0,0,1,1:28
13470004,"Spring Bay",0,0,28,0,0,6,29:52
13470005,"Amity Drive",0,0,0,0,0,3,2:00
13470006,"Telegraph Cove",0,0,2,0,0,2,2:54
13470007,"Gyro Park Cadboro Bay",0,0,1,0,0,0,0:24
13470008,"Moses Point",0,0,5,0,0,1,4:52
13470009,"Gordon Head / Glencoe Cove",0,0,1,0,0,0,0:49
13470010,"Shute Reef",0,0,1,0,0,0,0:59
135,"Malaspina Strait",2,0,216,61,5,192,355:06
1351,"Texada Island",0,0,2,2,0,1,4:22
13510001,"Partington Point",0,0,0,1,0,0,0:50
13510002,"Grilse Point",0,0,0,0,0,1,0:48
13510003,"Anderson Island",0,0,0,1,0,0,0:46
13510004,"Mt. Dyck Wall",0,0,1,0,0,0,0:58
13510005,"Sheer Island (near Texada Island)",0,0,1,0,0,0,1:00
1352,"Greif Point - Scotch Fir Pt",0,0,0,0,0,1,0:53
13520001,"Grief Point",0,0,0,0,0,1,0:53
1353,"Jervis Inlet",0,0,11,8,0,11,23:57
135301,Inlet,0,0,11,8,0,11,23:57
13530101,"Mermaid Cove (Saltery Bay)",0,0,10,6,0,10,20:34
13530102,"Jervis South Wires",0,0,0,2,0,0,1:31
13530103,"Argonaut Point (Foley Head)",0,0,1,0,0,1,1:52
1354,"Nelson Island (strait side) and Hardy Island",0,0,0,2,0,0,8:10
13540001,"Nelson Rock",0,0,0,2,0,0,8:10
1355,"Agamemnon Bay Area (Fearney Point - Francis Point)",0,0,2,4,1,9,11:49
135501,"Pender Harbour",0,0,2,1,1,3,5:23
13550101,"Ball Point",0,0,1,1,0,0,1:47
13550102,"Martin Cove",0,0,1,0,1,3,3:36
135502,"Beaver Island",0,0,0,1,0,6,5:17
13550201,"Francis Point",0,0,0,1,0,6,5:17
1356,"Agamemnon Channel",0,0,49,3,0,24,57:15
13560001,"Northeast Wires",0,0,6,1,0,2,7:30
13560002,"Sydney Channel",0,0,1,0,0,0,0:45
13560003,"Fearney Bluffs",0,0,1,0,0,0,0:40
13560004,"SS Aliford Wreck (Nelson Island)",0,0,1,0,0,0,0:48
13560005,"Powerlines - Agamemnon Channel",0,0,25,1,0,13,28:23
13560006,"Captains Island, Marker Lights",0,0,15,1,0,9,19:09
1359,"Sechelt Inlet - Gower Point",2,0,152,42,4,146,248:40
135901,"Porpoise Bay, Tuwanek Area",0,0,11,13,4,57,63:00
13590101,"Tuwanek Beach",0,0,2,8,3,33,32:58
13590102,"Kim's Reef",0,0,0,2,0,0,1:14
13590103,"Tuwanek Point",0,0,2,3,1,6,9:49
13590104,"Stal Wall",0,0,0,0,0,6,4:05
13590105,"Sakinaw Rock",0,0,0,0,0,3,2:23
13590106,"Piper Point",0,0,0,0,0,4,3:01
13590107,"Snake Bay",0,0,0,0,0,2,1:23
13590108,"4 Mile Shoal",0,0,0,0,0,1,0:52
13590109,"Stag Wall",0,0,3,0,0,2,3:48
13590110,"Lamb Islets West Side",0,0,2,0,0,0,1:54
135902,"Secret Cove, Halfmoon Bay, Trail Bay, Davis Bay",2,0,15,20,0,36,54:23
13590201,"Coopers Green (Halfmoon Bay)",2,0,13,6,0,28,37:04
13590202,"Ole's Cove",0,0,0,0,0,1,0:58
13590203,Rockwater,0,0,0,14,0,7,14:40
13590204,"Davis Bay Pier",0,0,2,0,0,0,1:41
135903,"Narrows Inlet",0,0,4,0,0,2,3:55
13590301,"Tzoonie Narrows",0,0,4,0,0,2,3:55
135904,"Salmon Inlet",0,0,11,2,0,6,12:12
13590401,"Scuttled Chaudiere",0,0,11,2,0,6,12:12
135905,"Skookumchuck Narrows",0,0,111,7,0,45,115:10
13590501,"Sutton Islets",0,0,8,0,0,3,8:59
13590502,"Miller's Rock",0,0,6,0,0,0,3:41
13590503,"Egmont Point",0,0,10,2,0,7,13:11
13590504,"Swede's Reef",0,0,15,0,0,5,14:21
13590505,"Nemo's Leap",0,0,17,0,0,5,16:19
13590506,"North Sutton Island South Channel",0,0,4,0,0,2,4:04
13590507,"South Sutton Island North Channel (Greenlight)",0,0,12,1,0,7,12:46
13590508,"Bathgate Rock",0,0,3,0,0,0,1:51
13590509,"Skookumchuck Rapids",0,0,11,2,0,6,12:50
13590510,"Observation Wall - Skookumchuck Rapids",0,0,11,0,0,1,7:19
13590511,"Jervis Point",0,0,5,0,0,1,4:33
13590512,"North Sutton Island Main Channel",0,0,3,0,0,0,1:55
13590513,"Strongwater Retreat Dock",0,0,1,0,0,0,0:47
13590514,"Back Eddy (near Egmont Marina)",0,0,0,0,0,3,2:29
13590515,"Jaggy Crack",0,0,5,2,0,4,9:22
136,"Howe Sound",7,1,247,275,14,640,950:39
13600001,"Caulfield Cove (Howe Sound)",0,0,1,0,0,0,0:54
1361,"Bowyer Island",1,0,16,44,0,27,69:12
13610001,"Cloud Nine (Bowyer Island)",0,0,3,0,0,2,4:37
13610101,"North Bowyer Buoy",1,0,7,39,0,12,46:01
13610102,"South Bowyer Buoy",0,0,5,3,0,8,11:04
13610103,"East Wall Bowyer Island",0,0,1,2,0,5,7:30
1362,"Gambier Island",0,0,9,3,0,12,19:00
13620001,"Pam Rocks",0,0,1,1,0,2,3:50
13620002,"Alexandra and Gambier Island (Howe Sound)",0,0,4,0,0,0,2:56
13620003,"Carmelo Point (Gambier Island)",0,0,2,0,0,0,1:47
13620004,"Halkett Wall (Gambier Island Howe Sound)",0,0,2,1,0,3,4:42
13620005,"HMCS Annapolis Wreck / Halkett Bay",0,0,0,1,0,7,5:45
1363,"Bowen Island",0,0,5,3,0,11,20:39
13630001,"Millers Landing",0,0,1,2,0,0,8:55
13630003,"Snug Cove",0,0,0,0,0,1,0:34
13630004,"Mount Gardner Dock",0,0,0,0,0,2,1:04
13630005,"Seymour Bay South Islet",0,0,0,0,0,1,1:11
13630007,"Cates Bay - Howe Sound",0,0,1,0,0,4,3:16
13630008,"Mannion Bay - Deep Bay Howe Sound",0,0,1,0,0,0,0:49
13630009,"Bowen Bay - Howe Sound",0,0,1,0,0,0,0:45
13630010,"Collingwood Channel Day Beacon/Mini Reef Master/West Bowen Marker",0,0,1,0,0,0,0:45
13630011,"Ferndale (SSW side of Hutt Island)",0,0,0,1,0,2,2:40
13630012,"Worlcombe Island (east side)",0,0,0,0,0,1,0:40
1364,"Anvil Island",0,0,11,0,0,5,13:16
13640001,"East Defence Island (Defense)",0,0,0,0,0,1,1:11
13640002,"Christie Islet Howe Sound",0,0,4,0,0,1,4:02
13640003,"Dragon's Den (Anvil Island)",0,0,5,0,0,3,6:37
13640004,"Britannia Beach Mystery Wrecks ",0,0,2,0,0,0,1:26
1365,"Pt Atkinson - Squamish",6,0,191,219,14,546,783:06
136501,"Horseshoe Bay - South Porteau Cove",3,0,128,168,6,402,563:04
13650101,"Whytecliff Park",3,0,95,137,4,299,423:37
13650102,"Ansel Point",0,0,2,11,0,20,29:14
13650103,"Lookout Point",0,0,2,3,0,20,19:56
13650104,"Brunswick Beach",0,0,1,1,0,0,2:11
13650105,"Larsen Bay",0,0,0,2,0,1,3:06
13650106,"Copper Cove",0,0,3,4,0,11,16:15
13650107,"Batchelor Bay (Bachelor)",0,0,4,0,0,6,7:52
13650108,"Lighthouse Park (Pt. Atkinson)",0,0,1,0,0,0,0:41
13650109,"Kelvin Grove",0,0,19,9,2,45,58:44
13650110,"Lion's Bay Marina",0,0,1,0,0,0,0:53
136502,"Porteau Cove Bay - Squamish",3,0,63,51,8,144,220:02
13650201,"Porteau Cove Bay",3,0,61,51,8,138,213:47
13650202,"Furry Creek",0,0,1,0,0,5,4:55
1367,"Keats Island",0,0,0,0,0,1,0:45
13670001,"Eastbourne Wall",0,0,0,0,0,1,0:45
1368,"Pasley Island (and associated Isls.)",0,0,1,0,0,1,1:49
13680001,"Worlcombe Island Marker",0,0,1,0,0,1,1:49
1369,"Burrard Inlet",0,1,11,6,0,37,40:43
136901,"Indian Arm",0,1,11,6,0,37,40:43
13690101,"Whiskey Cove",0,0,0,4,0,1,4:43
13690102,"Cates Park",0,0,2,2,0,15,14:01
13690103,"Belcarra Bay",0,0,2,0,0,1,2:32
13690104,"Buntzen Plant North",0,0,1,0,0,0,0:49
13690105,"Wreck of the VT-100",0,0,2,0,0,1,2:20
13690106,"Jug Island",0,0,1,0,0,3,2:32
13690107,"Grey Rocks",0,1,1,0,0,0,0:58
13690108,"Twin Islands",0,0,0,0,0,2,1:32
13690109,"Tupper Rock",0,0,0,0,0,2,1:29
13690110,"Port Moody Inlet",0,0,0,0,0,1,0:42
13690111,"Croker Island South tip",0,0,2,0,0,3,3:38
13690113,"Woodlands / Lone Rock Pt.",0,0,0,0,0,3,1:45
13690115,"Western Dispatcher / Bedwell Bay  ",0,0,0,0,0,3,2:02
13690116,"Best Point  ",0,0,0,0,0,2,1:40
14,"STRAIT OF JUAN DE FUCA (VICTORIA - CAPE BEAL)",1,0,365,17,1,129,440:53
1401,"West of Discovery Island and Cadboro Point - Albert Head (incl Victoria)",1,0,317,16,1,96,376:50
14010001,"Ogden Point Breakwater (Lighthouse)",1,0,20,6,1,41,50:44
14010002,"Albert Head",0,0,24,7,0,18,39:31
14010003,"Griffin Island (near Discovery Isl)",0,0,1,1,0,0,1:28
14010004,"Royal Roads Spit",0,0,3,0,0,1,3:22
14010005,"South Reef (Discovery Isl)",0,0,0,0,0,1,0:45
14010006,"Cadboro Point",0,0,0,0,0,2,1:37
14010007,"Ogden Point Breakwater Site 4",0,0,20,0,0,5,22:48
14010008,"Ogden Point Breakwater Site 3",0,0,115,1,0,16,122:15
14010009,"Ogden Point Lighthouse",0,0,16,0,0,2,16:15
14010010,"Ogden Point Breakwater Site 5",0,0,8,0,0,1,7:09
14010011,"Clover Point",0,0,7,0,0,0,5:51
14010012,"Saxe Point Park",0,0,8,0,0,1,9:22
14010013,"Fleming Bay Breakwater",0,0,1,0,0,1,2:04
14010014,"Ogden Point Breakwater Site 2",0,0,24,1,0,3,25:24
14010015,"Ogden Point Breakwater Site 1",0,0,59,0,0,4,57:55
14010016,"McNeill Bay",0,0,2,0,0,0,1:54
14010017,"Brotchie Ledge / Wreck of the San Pedro",0,0,4,0,0,0,3:27
14010018,"S.F. Tolmie Wreck (Harrison Island)",0,0,1,0,0,0,0:54
14010019,"Albert Head Lagoon (not in lagoon)",0,0,4,0,0,0,4:05
1402,"West of Albert Head - Christopher Point",0,0,25,1,0,24,36:02
14020001,"Great Race Rock",0,0,9,1,0,8,12:14
14020002,"West Race Wall & Rocks",0,0,13,0,0,8,14:59
14020004,"Rosedale Rocks",0,0,0,0,0,4,2:49
14020005,"William Head (Club Fed)",0,0,1,0,0,2,2:40
14020006,"Race Rocks - Strawberry Fields",0,0,1,0,0,0,0:39
14020007,"North Race Rocks",0,0,1,0,0,0,0:52
14020008,"Fossil Point",0,0,0,0,0,2,1:49
1403,"West of Christopher Point - Possession Point",0,0,23,0,0,8,27:01
14030001,"Swordfish Island",0,0,5,0,0,1,4:44
14030002,"775 West Coast Road (Strait Juan de Fuca)",0,0,9,0,0,2,10:00
14030003,"Otter Point East",0,0,1,0,0,1,1:36
14030004,"Secretary Island (Possession Point, East Sooke)",0,0,5,0,0,2,6:10
14030005,"Bedford Islands (Metchosin)",0,0,1,0,0,2,3:03
14030006,"Beechy Head",0,0,1,0,0,0,0:35
14030007,"Possession Point (East Sooke)",0,0,1,0,0,0,0:53
1405,"Otter Point - San Juan Point",0,0,0,0,0,1,1:00
14050001,"Sombrio Beach (Juan de Fuca Strait)",0,0,0,0,0,1,1:00
19,"Chatham Sound & Browns Passage",0,0,2,0,0,17,11:27
1906,"Kaien Isl (Prince Rupert)",0,0,0,0,0,9,5:45
19060001,"Rushbrooke Trail Slide Site",0,0,0,0,0,1,0:25
19060002,"Bay NE of Galloway Rapids",0,0,0,0,0,1,0:30
19060003,"Prince Rupert Harbour",0,0,0,0,0,1,0:25
19060004,"Prince Rupert Harbour (S end Wolfe Island)",0,0,0,0,0,1,0:35
19060005,"Vigalent Island (Prince Rupert Sound)",0,0,0,0,0,1,0:45
19060006,"Pinnacle Hakai Pass",0,0,0,0,0,1,0:42
19060007,"Clavella Wall (Hakai Pass)",0,0,0,0,0,1,0:47
19060008,"Drum Rock Wreck",0,0,0,0,0,2,1:36
1907,"Digby Isl",0,0,1,0,0,0,0:34
19070001,"Kerr Rocks (Digby Island)",0,0,1,0,0,0,0:34
1909,"Chatham Sound proper",0,0,0,0,0,4,2:09
19090001,"Lucy Island",0,0,0,0,0,4,2:09
1910,"Brown Passage proper",0,0,0,0,0,4,2:21
19100001,"Rock south of Osborne Isl",0,0,0,0,0,2,1:04
19100002,"Osborne Isl (Tree Nob Group)",0,0,0,0,0,2,1:17
1913,"Tugwell Island",0,0,1,0,0,0,0:38
19130001,"Dawes Rock (Tugwell Island)",0,0,1,0,0,0,0:38
2,WASHINGTON,101,10,11371,1055,178,7189,17381:32
21,"BLAINE (US Border) - MT VERNON",0,0,26,0,0,8,27:35
21000001,"Lighthouse Marine Park, Point Roberts",0,0,0,0,0,3,2:12
21000002,"Lily Point, Point Roberts",0,0,0,0,0,1,0:54
2111,"Chuckanut Bay",0,0,7,0,0,2,7:07
21110001,"Chuckanut Island",0,0,0,0,0,1,1:00
21110002,"Chuckanut Rock",0,0,0,0,0,1,0:25
21110003,"Larrabee State Park Boat Launch",0,0,7,0,0,0,5:42
2112,"Bellingham Bay",0,0,18,0,0,2,16:48
21120001,"Taylor Avenue Dock",0,0,0,0,0,1,0:34
21120002,"Bellingham / Fairhaven Marine Park",0,0,18,0,0,1,16:14
2113,"Vendovi Island",0,0,1,0,0,0,0:34
21130001,Wedovi,0,0,1,0,0,0,0:34
22,"SAN JUAN ISLANDS",1,2,1548,92,21,825,2004:47
2210,"Orcas Island",0,0,493,11,11,255,585:32
22100001,"Point Lawrence / Lawrence Point",0,0,14,2,0,3,15:59
22100002,"Bell Island - West",0,0,86,9,0,56,114:54
22100003,"Peapod Rocks N",0,0,1,0,1,3,3:40
22100005,"NW Crane Island",0,0,0,0,0,2,1:14
22100006,"Bell Island - East",0,0,64,0,0,59,92:55
22100007,"Tommy's Dropoff",0,0,0,0,0,1,0:34
22100008,"East Sound",0,0,0,0,0,2,1:33
22100009,"Bird Rocks (East Sound)",0,0,0,0,0,4,2:14
22100010,"Rosario Wall (East Sound)",0,0,7,0,0,5,9:59
22100011,"Harney Toad / Cable Crossing (Harney Channel)",0,0,7,0,2,5,9:56
22100012,"Cliff Island East",0,0,4,0,0,10,7:57
22100013,"Yellow Island - North",0,0,9,0,0,9,12:57
22100014,"Double Island (east)",0,0,0,0,0,1,0:39
22100015,"Yellow Island -northeast",0,0,87,0,0,14,75:50
22100016,"Yellow Island - South",0,0,128,0,0,25,113:49
22100017,"Yellow Island -West",0,0,22,0,0,16,31:50
22100018,"Shirt-tail Reef",0,0,41,0,0,9,43:12
22100019,"Low Island - North",0,0,0,0,0,3,2:39
22100020,"Caldwell Point (Orca Island)",0,0,0,0,0,2,1:43
22100021,"Bayhead Marina (Orcas Island)",0,0,0,0,0,3,1:41
22100022,"Aussie Wall (SanJuan Islands, West Sound Orcas Island)",0,0,2,0,2,4,5:46
22100023,"SE Crane Island",0,0,0,0,0,3,1:55
22100024,"Parker Reef",0,0,1,0,0,1,1:36
22100025,"Nob Island Reef",0,0,1,0,0,1,1:08
22100026,"Joe's Pinnacle",0,0,1,0,0,1,1:30
22100027,"Doe Bay",0,0,4,0,0,4,6:53
22100028,"Lydia Shoal",0,0,1,0,0,1,1:46
22100029,"Mercedes Rock",0,0,0,0,0,1,0:44
22100030,"West Beach Resort",0,0,0,0,0,2,2:16
22100031,"Yellow Island West Outer",0,0,11,0,0,1,10:07
22100032,"Deer Harbor Docks",0,0,0,0,6,2,4:32
22100033,"Severson Eelgrass meadow",0,0,2,0,0,0,0:47
22100034,"North Beach",0,0,0,0,0,2,1:17
2211,"Shaw Island",0,0,110,6,2,64,151:21
22110001,"Broken Point - East",0,0,13,6,0,11,29:34
22110002,"Broken Point - West",0,0,21,0,0,14,30:06
22110003,"Victoria's Secret",0,0,0,0,0,1,0:37
22110004,"Sir Walters Wall (Pt. George)",0,0,49,0,0,20,55:39
22110005,"Near Point George",0,0,5,0,0,5,7:08
22110006,"Picnic Cove (eelgrass survey)",0,0,5,0,0,4,6:47
22110007,"Hick's Wall",0,0,13,0,0,2,11:35
22110008,"Bahrych Bay",0,0,1,0,0,0,0:35
22110009,"South Point, Shaw Island",0,0,2,0,2,6,8:25
22110010,"East Bay off Broken Point",0,0,1,0,0,1,0:55
2212,"Lopez Island",0,0,273,14,0,60,303:45
22120001,"Charles Island",0,0,2,8,0,2,9:27
22120002,"Long Island",0,0,4,6,0,5,12:14
22120003,"Humphrey Head Jetty",0,0,2,0,0,0,1:52
22120004,"Richardson Dock",0,0,12,0,0,0,12:08
22120005,"Long Island Wall / Strawberry Wall / Dawn's Bottom",0,0,59,0,0,10,61:03
22120006,"Frost Island - East Side",0,0,0,0,0,1,1:09
22120007,"Long Island South Side",0,0,2,0,0,1,2:17
22120008,"Barlow Bay",0,0,2,0,0,0,1:49
22120009,"Long Island North Wall / Pirates Cove Wall",0,0,31,0,0,4,32:58
22120010,"Reef Net Rocks",0,0,83,0,0,0,74:04
22120011,"Watmough Head",0,0,0,0,0,2,1:11
22120012,"Iceberg Point",0,0,4,0,0,3,5:44
22120013,"Swirl Island / Swirl Rock",0,0,7,0,0,8,10:55
22120014,"Bethke Bump",0,0,0,0,0,1,0:35
22120015,"Marker 4 Pinnacle",0,0,1,0,0,2,2:27
22120016,"Whale Rocks",0,0,1,0,0,4,3:16
22120017,"Hunter Bay",0,0,2,0,0,0,1:40
22120018,"Colville Island North",0,0,0,0,0,3,2:33
22120019,"Carlson Kelp Beds",0,0,20,0,0,1,16:56
22120020,"Shark Reef",0,0,4,0,0,2,4:35
22120021,"Lumpsucker Lane",0,0,8,0,0,0,7:44
22120022,"Davidson Rock",0,0,4,0,0,3,6:04
22120023,"Shoal Bay (eelgrass survey)",0,0,1,0,0,1,3:22
22120024,"Outside Fisherman Bay (eelgrass survey)",0,0,1,0,0,2,4:02
22120025,"Inside Fisherman Bay (eelgrass survey)",0,0,1,0,0,2,3:20
22120026,"Agate Beach County Park",0,0,2,0,0,0,1:24
22120027,"Fisherman Bay (north end)",0,0,2,0,0,0,1:04
22120028,"Secar Rock",0,0,7,0,0,3,8:10
22120029,"Deadman's Wall",0,0,2,0,0,0,1:50
22120030,"Castle Island",0,0,2,0,0,0,1:41
22120031,"Colville Reef (west of island)",0,0,2,0,0,0,1:45
22120032,"Lopez Pass",0,0,4,0,0,0,3:35
22120033,"Reef North of Swirl Rock",0,0,1,0,0,0,0:51
2213,"Blakely Island",0,0,2,0,0,9,4:16
22130001,"SW Obstruction Island",0,0,0,0,0,4,0:50
22130002,"Peavine Pass",0,0,0,0,0,4,1:18
22130003,"Blakely Island Wall",0,0,0,0,0,1,0:30
22130004,"Pete's Pinnacle",0,0,1,0,0,0,0:48
22130005,"Black Rock ",0,0,1,0,0,0,0:50
2214,"San Juan Island (including Henry)",1,0,368,39,5,197,482:28
22140001,"Pile Point",0,0,2,0,0,9,7:53
22140002,"Lime Kiln Lighthouse",0,0,12,12,0,24,37:18
22140003,"Kellet Bluff",0,0,0,0,0,1,0:30
22140004,"North Turn Rock",0,0,0,3,0,0,1:58
22140005,"Turn Island",0,0,16,1,0,8,21:57
22140006,"San Juan County Park",1,0,2,4,1,3,9:58
22140007,"Eagle Cove",0,0,1,4,0,3,7:02
22140008,"Breakfast Rock / Dinner Rock (Griffin Bay)",0,0,60,0,0,16,61:35
22140009,"Larry's Lair / Glass House",0,0,58,6,4,19,68:13
22140010,"Small Pox Bay",0,0,0,0,0,2,1:46
22140011,"Eagle Point",0,0,39,0,0,13,44:29
22140012,"Kellett Reserve West",0,0,10,0,0,0,8:49
22140013,"Kellett Open Bay",0,0,0,0,0,7,4:25
22140014,"Reuben Tarte Park",0,0,1,2,0,12,11:29
22140015,"Deadman Bay",0,0,10,4,0,1,12:16
22140016,"UW Wall / Friday Harbor Reserve incl. Pt. Caution",0,0,75,2,0,30,82:52
22140017,"Please use 22240003 Lawson's Bluff",0,0,0,0,0,4,3:10
22140018,"O'Neal Island - southside",0,0,0,0,0,3,2:24
22140019,"O'Neal Island - NW side",0,0,60,0,0,10,61:28
22140020,"Willow Island",0,0,0,0,0,1,0:28
22140021,"Goose Island - cattle pass - off San Juan Island",0,0,0,0,0,1,0:35
